FIRST_NAME;LAST_NAME
Harald Julia;Sundgot
Arnas Josefine;Skille
Neo Sara;Schjerven
Tarik Yasmin;Sandvær
Are Nikoline;Sandland
Joar Zoe;Oland
Lukas Ester;Obrestad
Steven Tia;Norderhaug
Mikael Lucia;Mandelid
Martin Henrikke;Lindqvist
Alvar Natasha;Lilleberg
Øyvind Joanna;Hellesø
Ørjan Sandra;Hamid
Øyvind Tuva;Dahlgren
Mikael Zahra;Bjørnøy
Arin Amina;Aabø
Phillip Ane;Vegsund
Jeppe Elida;Tønsberg
Nikodem Isabell;Skøien
Philip Katrine;Schie
Finn Una;Salbu
Carlos Josefine;Ræstad
Mikael Vanja;Olsnes
Alvin Marianne;Molteberg
Abdi Sabrina;Lundeby
Olve Tina;Liberg
Terje Lilje;Hvattum
Kamil Oline;Gjermundsen
Axel Madelen;Gjengstø
Brynjar Stine;Gillebo
Lionel Zuzanna;Estensen
Aleksander Ayla;Edvartsen
Colin Anna;Dyrkorn
Simen Najma;Brastad
Tore Melisa;Bonsaksen
Ludvig Andrea;Amble
Julius Lilja;Aalvik
Mikolaj Tea;Stavenes
Aron Vega;Skogvoll
Pål Aisha;Sjøthun
Darin Maryam;Seldal
Kamil Elisabeth;Schanke
Elias Selena;Røv
William Kari;Røisland
Aryan Adina;Rykkje
Aram Emma;Rodal
Nicklas Alisa;Narvestad
Hassan Alva;Muggerud
Wilmer Tora;Kvien
Hauk Elea;Georgsen
Arvin Adelen;Frøshaug
Bendik Marit;Fosen
Arnas Mille;Finnesand
Tage Lærke;Evertsen
Brian Carmen;Djuve
Matias Astri;Bugten
Albin Selma;Brudvik
Christopher Frida;Aaseth
Josef Emina;Zielinski
Øyvind Mariell;Steindal
Ole Irene;Silva
Balder Seline;Seeberg
Even Matilde;Rezai
Leo Elisa;Orvik
Tristan Lykke;Noreng
Vidar Hilde;Moa
Torje Celine;Malde
Theodor Nila;Lindgaard
Selmer Lerke;Lerøy
Ragnar Rikke;Kvame
Ahmad Liepa;Herdlevær
Amir Jenny;Hatteland
Chrisander Inaya;Evenrud
Rasmus Ingvild;Abraha
Maximillian Anne;Vaksdal
Kjell Natalie;Underhaug
Imran Guro;Ulland
Vilhelm Charlotte;Toresen
Bastian Lina;Stephansen
Eskil Amna;Sekkingstad
Amir Kaisa;Paasche
Julius Thea;Lundh
Samir Daniella;Lockert
Trym Alise;Laland
Magnus Clara;Kvaløy
Mikkel Åsta;Kleiv
Ivan Amira;Kapstad
Nils Tuva;Jensrud
Phillip Caroline;Fagerbakke
Gaute Hanna;Børsheim
Joseph Leni;Baustad
Haakon Evelina;Alver
Sondre Mathea;Walde
Martinus Leni;Unhjem
Syver Veronica;Skailand
Olve Anine;Rekkedal
Alexander Tara;Opgård
Kristoffer Åsne;Magerøy
Troy Eliana;Lauten
Gunnar Kari;Langørgen
Brynjar Lea;Helvik
Paul Isra;Føreland
Dawid Marta;Åmodt
Rolf Anny;Wie
Runar Bushra;Vikane
Jaran Villemo;Vanvik
Jo Sanna;Syed
Arvin Linea;Strømsvåg
Wilhelm Ingelin;Stormark
Marcel Tyra;Sjaastad
Vilhelm Alba;Rakvåg
Teodor Iben;Nissen
Aune Joanna;Nagy
Espen Eleah;Myreng
Robert Wilma;Mostue
Heine Inga;Lødemel
Leonel Amalia;Ljosland
Nikolas Augusta;Kvello
Amund Mathilda;Klein
Sigurd Lise;Isdal
Niklas Julianne;Hestetun
Christer Josephine;Dalseth
Felix Tilla;Buvarp
Kevin Rebekka;Bay
Musab Synne;Åsebø
Harun Elli;Xu
Preben Natalia;Thuen
Yusuf Eirin;Taylor
Kim Alma;Stenstad
Sander Margrete;Oppegård
Leon Isra;Molden
Bendik Kamile;Melberg
Nicolai Tyra;Lundekvam
Helge Nawal;Håpnes
Bilal Sanna;Heskestad
Timian Lilly;Gloppen
Dan Marielle;Gilde
Diego Kristiane;Drageset
Dennis Zofia;Wøien
Lavrans Vivian;Wisniewski
Sjur Agnes;Skaare
Leander Anita;Omdahl
Aryan Karin;Nazari
Leo Muna;Kolle
Mathias Luka;Jordan
Ali Angelika;Heistad
Aryan Alexandra;Hagos
Jøran Eivor;Gjersvik
Luis Emilia;Gjerdingen
Simen Nikola;Flatmo
Bendik Elea;Fjær
Damian Leja;Engenes
Theo Mikaela;Brække
Laurits Leana;Andorsen
Arman Khadija;Østlund
Mohamad Nova;Ørbeck
Henrik Amalie;Yri
Jesper Nora;Svee
Lasse Weronika;Rognan
Samir Mariel;Lilleeng
Ali Fride;Leirdal
Simen Naomi;Karlstrøm
Ivar Ellinor;Jåsund
Edvin Paula;Jeppesen
Silas Tilde;Hop
Torstein Juliane;Holmøy
Emmanuel Lene;Gjervik
Antonio Teja;Gjeruldsen
Sander Lilly;Frivold
Karsten Lilli;Derås
Milian Jenny;Bakkan
Adnan Zara;Arnevik
Jøran Rania;Aae
Jack Esther;Walberg
Szymon Luka;Tenold
Ridwan Marwa;Sæland
Ole Isabella;Skårland
Tian Elli;Samnøy
Leonard Iben;Nøttveit
Peter Lucy;Naalsund
Imre Emmi;Lehmann
Maxim Gabrielle;Hauglid
Wiktor Dina;Hasselberg
Kenan Asta;Gonzalez
Mohamad Tine;Gjedrem
David Louisa;Gimse
Storm Chloe;Fykse
Justin Dorthea;Allum
Loke Hailey;Ølberg
Eilif Gabriela;Wist
Noel Stella;Weber
Matias Gabriella;Ullestad
Johnny Vilje;Sætermo
Vemund Åshild;Svanevik
Philip Helle;Rossland
Youssef Emeli;Ramfjord
Youssef Lydia;Oshaug
Casper Ulla;Loen
Julian Othilie;Kvistad
Nikolai Cecilia;Kofoed
Ludvig Ela;Kara
Nicholas Iris;Jordalen
Dominic Aisha;Harsvik
Remi Melina;Gussiås
Ragnar Molly;Farooq
Nichlas Maria;Fagertun
Ivar Alice;Einan
Ivan Sonia;Brækken
Nicholas Mathea;Bjørkheim
Joakim Nadia;Birkeli
Sverre Lina;Bergsvik
Truls Malene;Pladsen
Rune Emilie;Nyvold
Jasper Adriana;Natås
Eren Louisa;Mørland
Eliah Sabrina;Mohamoud
Jo Lise;Mjånes
Gjermund Celine;Javed
Eilif Benedikte;Indahl
Adam Fanny;Husabø
Szymon Milja;Harkestad
Lionel Eline;Gjestad
Joel Amelie;Engstad
Ayman Valentina;Bakketun
Neo Åsne;Arif
Mathias Julie;Amdam
Ryan Emilie;Amdahl
Hussein Filippa;Aarsand
Mohamed Othelie;Øksendal
Aron Yasmin;Vadseth
Luca Sandra;Sjøstrøm
Teodor Solveig;Nereng
Tobias Eli;Nelson
Jone Nina;Mæhre
Jack Cecilia;Jafari
Lyder Henny;Innvær
Jesper Miriam;Hovd
Isak Maia;Hoftun
Anders Ema;Hevrøy
Fredrik Thale;Heggestad
Wilmer Annika;Hasund
Rayan Juni;Haarstad
Joakim Othelia;Gulli
Alfred Rebekka;Foldnes
Dovydas Amy;Ekker
Nojus Amine;Eidsvåg
Eric Kira;Barmen
Odin Oda;Bakkeli
Conrad Nadia;Ulvin
Melvin Synnøve;Tverå
Filip Hafsa;Stokkenes
Edgar Iman;Skurdal
Amandus Matilda;Skarsvåg
Håvard Kristin;Sandhåland
Yousef Ayla;Rudolfsen
Wilmer Ava;Rokne
Millian Asta;Resell
Sølve Erika;Mohamad
Aune Cathrine;Kvinlaug
Eirik Jasmin;Kvaale
Felix Felicia;Klungtveit
Niclas Liva;Kjærland
Vilmer Iman;Flataker
Brede Aila;Finnøy
Vilmer Benedicte;Dinh
Allan Maud;Brubakken
Bo Hedvig;Benonisen
Carlos Tara;Østenstad
Brian Kornelia;Wong
Eric Lilli;Wennevold
Hassan Kine;Vaa
Antonio Emmeline;Tjørhom
Isac Olivia;Sveberg
Erling Oliwia;Somby
Johann Emma;Skuland
Ingmar Juliane;Rohde
Luis Nelly;Overvik
Henrik Sunniva;Nystrand
Elliot Zainab;Nordskag
Colin Åshild;Nawaz
Hermann Marit;Lauvrak
Mathis Therese;Kjelsberg
Patrik Fiona;Grønlien
Abdullahi Maryam;Fonnes
Youssef Johanne;Fløysvik
Didrik Elea;Enes
Yousef Katrine;Egenes
Bjørnar Karen;Braastad
Robin Lykke;Borsheim
Oliwier Idunn;Vevang
Halvard Kaia;Talberg
Natan Monika;Sviggum
Aram Vera;Spilde
Mikal Madeleine;Smeland
Edvard Siham;Polden
Ole Nanna;Owren
Marcel Lana;Mælen
Dan Vilje;Hjulstad
Nataniel Serina;Hexeberg
Edward Sanne;Guldahl
Magne Margrete;Grinden
Karl Amna;Fimland
Victor Joanna;Brudevoll
Yosef Ida;Breiland
Nathaniel Linda;Brataas
Levi Nathalie;Askevold
Samir Rebecca;Tewelde
Caspian Tine;Svihus
Erling Serine;Solbu
Alexander Ina;Sandli
Jacob Maja;Ramadani
Brage Elise;Lillehagen
Muhammad Vanja;Kulseth
Justin Lea;Havnen
Olivier Melisa;Fjæreide
Bernard Astrid;Falkenberg
Richard Natasha;Elvik
Solan Ingeborg;Elton
Vincent Leja;Bjønness
Neo Adelina;Bjerkvik
Anton Beatrice;Bakkelund
Emanuel Esther;Alvær
Olivier Astri;Vilhelmsen
Steven Saga;Stuen
Patrick Frøya;Skomedal
Shawn Gabija;Sjøblom
Mohamed Nellie;Sarwar
Viggo Lilli;Røsten
Vetle Julie;Røneid
Arman Adelen;Romsdal
Domas Helmine;Rinden
Ismail Randi;Mollestad
Kristupas Safa;Mehmood
Emilian Susanna;Lorvik
Hussein Elisabeth;Lagesen
Henry Rakel;Kongsrud
Sune Iselin;Ihlen
Jonah Saga;Hilmarsen
Anas Anine;Gustavson
Steffen Emelie;Busk
Ahmed Liepa;Wiker
Sebastian Else;Tandstad
Milan Elisa;Sønstebø
Christian Linde;Svellingen
Dani Line;Schulz
Vilhelm Tilda;Rynning
Arvid Isa;Remen
Kamil Lovise;Nørstebø
Conrad Maia;Mogen
Didrik Amal;Meidell
Birk Paula;Løvberg
Maciej Mila;Lona
Damian Maiken;Lausund
Truls Camilla;Lamo
August Ina;Kværner
Oscar Melissa;Korslund
Marvin Lycke;Johnstad
Emanuel Vilje;Hult
Aune Emilija;Hobberstad
Konrad Leja;Hesselberg
Fredrik Susanne;Haidari
Adnan Karen;Gravdahl
Markus Tonje;Gjerløw
Edin Luca;Daleng
Ahmed Agnes;Bruaset
Jarand Gabriele;Amlie
Leif Noor;Alsos
Noa Anja;Ørmen
Kjetil Natasha;Ølmheim
Victor Selina;Wu
Kian Moa;Vikene
Vemund Nellie;Urstad
Leif Sina;Tennfjord
Ayaan Andrine;Sønderland
Thomas Martina;Sumstad
Iben Emilia;Storsve
Espen Muna;Smedstad
Johannes Adna;Nyhuus
Allan Nicoline;Nore
Stian Magdalena;Mardal
Bilal Adina;Kjesbu
Robert Astrid;Hallingstad
Evan Sofia;Gjøen
Kent Angelika;Flage
Martinius Amelia;Dramstad
Peter Lara;Buraas
Sean Synne;Bjørkum
Kristoffer Sara;Tørstad
Erling Ronja;Surdal
Kristian Iselin;Skjerping
Edwin Anniken;Skjeggestad
Arvid Jana;Skarshaug
Sam Kristine;Ressem
Carlos Helene;Ramsøy
Eliah Maia;Mollan
Audun Evelyn;Langemyr
Patryk Rania;Krosby
Imre Sol;Klyve
Asbjørn Adelina;Hemnes
Hugo Katarina;Helgøy
Muhammad Jasmin;Fosser
Karsten Kira;Blomvik
Jamie Erika;Beyer
Aslak Helen;Bakstad
Anders Martina;Aandahl
Olivier Marlene;Øynes
Said Laila;Tømmervik
Espen Elena;Tryggestad
Joachim Lia;Thingstad
Luka Tara;Synnevåg
Ulrik Linde;Stavem
Eskil Agnethe;Skjerdal
Morten Emmeline;Rønhovde
Eirik Guro;Rosvoll
Matteus Wiktoria;Qvale
Nils Emely;Mjåland
Mio Marta;Lysne
Abdullahi Milena;Lundestad
Åsmund Celina;Langen
Said Marlene;Kolseth
Muhammed Liliana;Jordheim
Tinius Cornelia;Herfindal
Mateusz Laiba;Heggset
Jan Laiba;Hana
Theodore Mona;Frisvold
Jarand Helmine;Ågotnes
Arn Eirill;Ugelstad
Sean Oda;Sundfær
Robin Bella;Storlien
Terje Anita;Rolfsnes
Jonas Hafsa;Monge
Leon Nila;Klavenes
Hans Laiba;Kjøde
Tony Amira;Hermann
Zakaria Teja;Hallberg
Gustas Nadia;Grønberg
Bartosz Lena;Gjernes
Ayaan Cindy;Gaard
Arijus Thea;Fedje
Kristupas Leona;Ertsås
Espen Ella;Dalsbø
Frank Diana;Dalaker
Nathan Sophie;Burud
Lukas Evelina;Brænd
Ayman Wiktoria;Øvland
Diego Lilly;Tvenge
Jokubas Silje;Tonstad
Jarle Adelen;Tolo
Matthew Mali;Sulen
Theodor Zara;Skjervheim
Emilian Ariel;Rodriguez
Falk Patrycja;Rage
Niklas Mikaela;Pleym
Edgar Benedicte;Nepstad
Jacob Halima;Mørck
Milan Ella;Melbø
Wilmer Dina;Malnes
Jack Alina;Lilleengen
Adnan Veronika;Lekve
Morgan Annabelle;Knotten
Elijah Mina;Kjeilen
Andre Martina;Jevnaker
Nicolai Lana;Hovdal
Sverre Maryam;Hellenes
Bror Natalia;Grimnes
Musab Jennifer;Engseth
Szymon Ingebjørg;Engelund
Patrick Esther;Eidsheim
Severin Othilie;Drevland
Tim Kaja;Demir
Fillip Adele;Aarland
Adam Seline;Øvrevik
Jostein Helle;Wanvik
Samson Elida;Utnes
Sølve Eiril;Unneland
Leonel Kaya;Tvedten
Tage Mathilda;Trinh
Askil Linea;Toverud
Samuel Sara;Søndenå
Amar Pernille;Storaker
Dovydas Åsne;Røsnes
Leonardo Nelia;Roberg
Igor Bushra;Richter
Elian Bianca;Okkenhaug
Stian Ingrid;Mjønes
Younes Sonia;Midttveit
Nicklas Veronica;Lu
Sturla Åshild;Kibsgaard
Jørgen Amalia;Ivanov
Syver Bianca;Isene
Taha Lilja;Hånes
Truls Sofie;Hovin
Rayan Iris;Hellan
Tim Mina;Hegglund
Oscar Marianne;Hatløy
Yasir Leana;Fuglem
Luca Arya;Engebråten
Kent Margrethe;Bøhmer
Luca Ailin;Azizi
Ayman Daniela;Ahlsen
Jarle Khadija;Abdulla
Nils Sahar;Aktunovic
Brian Marte;Antanaviciuté
Muhammad Mali;Aperaviciuté
Aryan Helin;Arnaityté
Karsten Signe;Arutiunian
Vincent Nawal;Augustyté
Sam Weronika;Augutyté
Imran Sanne;Auzbikaviciené
Ask Anneli;Balaisé
Lucas Amal;Baltrusaitis
Nikolas Nadia;Baltusyté
Michael Helin;Barakauskiené
Ian Tindra;Bareisaité
Kjell Fiona;Barysaité
Aiden Elvine;Barzda
Steffen Vilma;Barzdziené
Mohamed Emilia;Bickauskas
Ben Petra;Bienkunska
Odin Jennifer;Bienkunski
Elian Christina;Bilogan
Marvin Emeli;Borisaité
Mio Stine;Brazdeikiené
Jesper Tora;Brazinskaité
Noah Isabella;Braziuniené
Atle Maida;Bulbuké
Samson Cornelia;Burbaité
Syver Janne;Burinskaité
Emilian Maud;Cechanoveckas
Henry Kristiane;Cekanaviciené
Ådne Thea;Cerenkova
Edvard Nicole;Chamentauskiené
Bruno Christine;Ciuksaité
Even Nelia;Dambrauskaité
Yusuf Alva;Danilovaité
Stein Kira;Dauciuniené
Loke Zofia;Daugiliené
Teo Tea;Dauksas
Dominykas Agnes;Daunoraviciené
Erlend Tiril;Derliunaité
Ingmar Ronja;Deviatnikovas
Aaron Lydia;Dobuzinskiené
Sindre Mille;Dreimanis
Filip Gabrielle;Dubinskaité
Kacper Elina;Duchnevic
Dominic Dorthe;Dzervus
Allan Lykke;Gaisyté
Ulrik Lisa;Galgataviciuté
Runar Vivian;Galkauskas
Jimmy Hedvig;Garbstas
Mikkel Olivia;Gauronskiené
Elling Marita;Gedaminskas
Otto Veslemøy;Giedriené
Konrad Nawal;Glebuté
Johann Petra;Grainyté
Odd Hedvig;Gricak
Henry Mira;Gruzdyté
Abdul Cindy;Gulbickaja
Trygve Iqra;Ignatovic
Simen Sol;Ilcevic
Johan Mathilde;Ivanova
Carsten Lene;Ivaskeviciuté
Mons Ingelin;Izauskaité
Gunnar Runa;Jakimciené
Stefan Lilli;Jakubenaité
Karl Livia;Jankauskaité
Thorbjørn Alisha;Jankauskaité
Tim Gabija;Jankauskiené
Louis Najma;Jaro
Aaron Margrethe;Jasaitis
Eilif Agnethe;Jasinskaité
Noa Rikke;Jasiulyté
Marco Selma;Jaskeleviciuté
Gustav Tilje;Jastrumskas
Kent Zoe;Jasvilé
Mikael Sanne;Jegor
Dani Sabrin;Jemeljanova
Patrick Marielle;Jociené
Samir Marit;Jonaitiené
Askil Adelen;Juodelyté
Christian Nora;Juskaité
Samuel Daniela;Kairyté-Vazgiené
Erik Marina;Kalvaniené
Ahmad Nellie;Karziauskas
Ola Paula;Karengaité
Halvor Kathrine;Kasperaviciuté
Ruben Adela;Katkeviciené
Vincent Viola;Kersiené
Matteo Karoline;Kleiva
Erik Villemo;Kluseviciené
Kenan Lara;Koncevicé
Joakim Hilde;Kraucioné
Tinius Alisha;Kraujelis
Steinar Linde;Krencius
Niklas Evelina;Krikstaponis
Magne Sophia;Krilauskaité
Alfred Live;Kubiliuté
Ismail Ea;Kuncius
Halvard Sofija;Kuodys
Zakaria Ines;Kuodyté
Amin Christine;Kvedaraviciuté
Jørgen Vega;Lastauskiené
Kent Fride;Laurinaviciuté
Jokubas Bettina;Lauzikiené
Malvin Annie;Lavickyté
Ayub Adine;Lavickyté
Marco Elvine;Lenferna De La Motte
Alf Sarah;Leonaviciené
Leonardo Matilde;Liaudanskaité
David Noelle;Lukoseviciené
Tim Henriette;Lunskus
Joar Monika;Mankevicius
Hubert Line;Margeliené
Ian Ragna;Markeviciuté
Jayden Ana;Maskeliunaité
Viggo Aylin;Matinovaité
Arvin Tale;Matinovaité
Loke Amal;Matiukaité
Jesper Ava;Mazeliené
Isa Felicia;Medelé
Otto Vilja;Michailova
Morgan Emeli;Mikalajunaité
Dawid Stine;Mikalajunas
Mustafa Camilla;Mikalauskaité
Abel Moa;Mikalauskas
Ludvig Aina;Mikelevic
Edvard Pauline;Mikolajuniené
Conrad Othelia;Milasauskaité
Felix Adna;Milasiuté
Vilhelm Klara;Milciuté
Marco Karina;Milko
Noah Kaya;Miskinis
Alan Patrycja;Mockuté
Peter Irmelin;Montvilaité
Matteus Valentina;Morkunaité
Lukas Anne;Morkunaité
Felix Valentina;Naujalyté
Ragnar Mira;Navakiené
Patryk Ida;Nedzinskaité
Linus Gunhild;Nikitionokiené
Ruben Maiken;Norbutaité
Edin Nicoline;Noreikaité
Charlie Emmi;Noreikyté
Audun Sienna;Normantas
Falk Jennie;Norvaisa
Jeppe Sandra;Oberauskis
Jack Vilje;Ostapkeviciuté-Braduliené
Jasper Benedicte;Pacevic
Mohammed Anisa;Pakalniskiené
Sjur Annabelle;Paketuras
Amund Adine;Pakstys
Sturla Nellie;Palivonas
Johnny Esther;Pastolyté
Jarle Linea;Pauksté
Åsmund Serina;Paulauskaité
Jan Marion;Paulauskaité
Hassan Eirin;Perkauskaité
Sander Christiane;Petrauskas
Sam Laiba;Petrulyté
Isak Sabrina;Pilipauskaité
Joseph Michelle;Pletaré
Matas Marlene;Pliuskaité
Matheus Hailey;Povilenskiené
Arvin Iben;Pozdniakoviené
Bernard Stina;Pranka
Kasper Nikola;Puskoriené
Mattis Lotte;Rackus
Agnar Liv;Radeckiené
Muhammed Daniela;Ragauskaité
Victor Caroline;Rastenyté
Neo Liliana;Raulinaviciuté
Ken Katinka;Razanskas
Eric Silja;Repseviciené
Selmer Maya;Rimasauskaité
Johannes Sienna;Rudgalvyté
Joseph Nikoline;Rudyté
Abdullah Selina;Rukaviciuté
Damian Viola;Rumsevicius
Edwin Maria;Rutelionis
Emir Lerke;Rutkauskas
Edwin Sina;Ruzinskiené
Michal Amelie;Sakalyté
Christopher Aya;Salaviejiené
Samir Katinka;Sarkanaité
Theo Milla;Saviniené
Yahya Natalie;Savinis
Sven Wilma;Semaskiené
Benas Samira;Senulyté
Amandus Greta;Sereika
Hallvard Louise;Serénaité
Wiktor Ema;Sidabriené
Jo Ebba;Simoliuniené
Sølve Emilija;Simulionyté
Gustas Katja;Simulyté
Samir Eliana;Sipaviciuté
Jørgen Isabella;Sipaviciuté
Pelle Inga;Siurna
Harun Ane;Skebas
Luca Aida;Skruibys
Yusuf Yasmin;Slavinska
Harun Evelina;Sliachtenko
Vebjørn Ugne;Solovjovas
Christoffer Edel;Soraka
Peder Sahar;Spakovskaja
Ian Rebecca;Stanaityté
Nico Abigail;Stankeviciuté
Mattias Gabija;Staponkuté
Otto Emina;Statkevicius
Lucas Freya;Stirbis
Tony Johanne;Striubeikaité
Kristupas Amine;Strockyté
Balder Sandra;Stumbraité
Tage Bettina;Subravyj
Åsmund Angelica;Sudikaité
Jonas Martyna;Svaraité
Steinar Linn;Talackaité
Armin Greta;Totilaité
Per Fride;Tribandyté
Stefan Aylin;Trumpaityté
Silas Leonora;Tumaité
Adrian Malene;Urbonaité
Linus Edda;Urbonaité
Elias Celia;Vaidziulyté
Alfred Diana;Vainius
Samson Rebecka;Vakrina
Tom Oliwia;Valantiejus
Aron Irene;Vasilevskis
Tim Malak;Vaskelevicius
Mattis Camilla;Vexiorka
Levi Alba;Vezeliené
Neo Hermine;Vismanté
Matheo Kjersti;Vitkus
Ilyas Alina;Vitkuté
Stefan Milla;Voitechovic
Denis Anny;Vrubliauskaité
Franciszek Hilde;Vrubliauskaité
Dexter Anea;Zadeikis
Oliver Safa;Zala
Wiktor Nora;Zarankiené
Julian Milena;Zdanauskaité
Vegar Amy;Zdanova
Konrad Viola;Zeiner-Gundersen
Tom Ingebjørg;Zeleniakaité
Emmett Mathea;Zelionkaité
Jarle Viktoria;Zimka
Eren Nathalie;Zitkuviené
John Tyra;Zolotoverch
Thorbjørn Rebecka;Zubkiené
Wilhelm Kristina;Zukovskaja
Louis Naomi;Zvirzdinaité
jka;Christensen
Dillie;Knudsen
Ryine;Nielsen
Cherita;Evensen
Dasher;Ali
Chailine;Sæther
Frennide;Aas
Gremaley;Hanssen
Patj;Myhre
Handi;Haugland
Gully;Thomassen
Wennie;Sivertsen
Ferentra;Simonsen
Jixandlia;Berntsen
Slimele;Danielsen
Elispor;Rønning
Kathine;Arnesen
Masdadina;Sandvik
Chilcina;Næss
Tiz;Antonsen
Jolina;Haug
Corbenton;Ahmed
Haustina;Vik
Delimeet;Ellingsen
Eppal;Edvardsen
Molenia;Thorsen
Frecki;Gulbrandsen
Senny;Birkeland
Helphon;Isaksen
Saminda;Ruud
Ka;Strøm
Wynther;Aasen
Helsey;Ødegård
Misa;Tangen
Lynetta;Myklebust
Halonie;Jenssen
Bartta;Eliassen
Anathea;Mikkelsen
Helricka;Bøe
Enezela;Aune
Sherlees;Helland
Randon;Tveit
Nokminia;Brekke
Belli;Abrahamsen
RoWindon;Engen
Jaena;Madsen
Meralin;Christiansen
Orgen;Sunde
Whad;Mortensen
Meyne;Bjerke
Luchine;Torgersen
Alogge;Thoresen
Gren;Hermansen
Kollette;Mikalsen
Leath;Magnussen
Corth;Gjerde
Mariedia;Nilssen
Rhul;Helgesen
Genylena;Hovland
Akepy;Bråthen
Gabdie;Wold
Jehn;Dahle
Rocelle;Dale
Joeno;Nygaard
Meruann;Eilertsen
Kainy;Wilhelmsen
Diliar;Foss
Olell;Steen
Welke;Jansen
Lileen;Bjørnstad
Arti;Gabrielsen
Valira;Håland
Paynir;Sætre
Juvinge;Hammer
Krady;Gustavsen
Mogna;Ingebrigtsen
Shabfoe;Tran
Mandelina;Hoel
Rosatha;Mohamed
Dacine;Bråten
Ull;Holmen
Vonell;Solli
Elword;Carlsen
Angrelly;Lorentzen
Kodilla;Engebretsen
Louge;Hoff
Temmie;Hassan
Gerthe;Samuelsen
Fildhine;Ludvigsen
Olyna;Sandnes
Dibfie;Fossum
Harmin;Sveen
Mellina;Rønningen
Edongia;Breivik
Lorant;Monsen
Baires;Solbakken
Dasher;Solvang
Quengy;Fjeld
Kens;Johannesen
Paac;Egeland
Jeencia;Nordby
Jaiep;Jonassen
Deua;Aase
Analine;Sand
Mifalia;Bye
Conette;Stokke
Dovanice;Andersson
Tyberr;Bø
Irda;Dalen
Gerfand;Syversen
Auberro;Wiik
Thamosa;Johansson
Babrield;Khan
Kait;Løken
Stephepoa;Ødegaard
Abi;Sørlie
Chrristen;Haga
Stephanna;Wang
Racky;Sandberg
Dones;Møller
Lys;Tollefsen
Vira;Haaland
Phela;Viken
Deney;Kvam
Dorah;Hamre
Avet;Teigen
Ca;Sande
iunia;Borge
Jasqquosius;Berger
Esty;Torp
Solumote;Eikeland
Hilling;Kolstad
Gredie;Ottesen
Dynae;Enger
Berdiah;Øien
Suynn;Nikolaisen
Tile;Holen
Blian;Stene
Mancie;Fosse
Tovey;Helle
JotaLine;Langeland
Meiger;Kvamme
Galrucd;Sletten
Ferdeor;Borgen
Soligo;Skoglund
Joan-Rodelina;Petersen
Ettellon;Haugan
Viterine;Kleven
Sobi;Lind
Aderina;Arntsen
Juloina;Løkken
Karali;Markussen
Oethreh;Tønnessen
Morred;Mæland
Rangell;Lian
Crico;Hole
Cervynt;Stensrud
Syere;Arntzen
Ducky;Østby
Akie;Aamodt
Emilya;Nordli
Epheny;Solem
Malda;Røed
Wetenn;Tvedt
Jaqueteg;Myrvang
Eugy;Vold
Laustin;Berget
Jeennie;Børresen
Joyelle;Ellefsen
Jac;Husby
Duris;Davidsen
Lennia;Hetland
Silisa;Eggen
Vaulen;Skaar
Margelle;Kleppe
Rienney;Syvertsen
Dorisetta;Mohammed
Reanne;Nesse
Rocy;Ness
Joenella;Simensen
Vassie;Abdi
Anneca;Gran
Kestin;Ibrahim
Suza;Smith
BeogjeTley;Meyer
Eusta;Finstad
Marionne;Marthinsen
Kasponde;Sund
Mortdie;Stenberg
Kale-Na;Olaussen
Rodanie;Norheim
Sten;Fjeldstad
Myrry;Reitan
Rheldin;Le
Din;Hussain
Velylen;Brevik
Samwer;Bjelland
Gybray;Ahmad
Lahe;Meland
Lertin;Skaug
Sudanta;Larssen
Darmen;Holte
Ganny;Espeland
Margonell;Gjertsen
Jossen;Krogstad
Dayne;Riise
Nashard;Bolstad
Hadrick;Klausen
Garthy;Lindberg
Erni;Solhaug
Wibett;Nilsson
Eustin;Waage
Meagy;Nordbø
Mireil;Mo
Luzsia;Lauritzen
Ragctin;Farstad
Winslord;Aasheim
Sechella;Grande
Rosem;Grimstad
Tangur;Olafsen
Ekekeh;Krogh
Loray;Rustad
Anstante;Holt
Ingyce;Vatne
Matha;Endresen
Saudine;Bergersen
Naista;Opsahl
Eudara;Bendiksen
Nikoliah;Øverland
Daralla;Myrvold
Shervye;Larsson
Calina;Gulliksen
Hueleed;Thorvaldsen
Sabenen;Hussein
Tardore;Thorstensen
Zolena;Stangeland
Siigphry;Salvesen
Hander;Nyborg
Inzie;Nordvik
Etha;Normann
Hel;Rød
Sielon;Sørli
Jeillie;Nyhus
Jemricia;Bredesen
Mett;Frantzen
Rhishand;Thorbjørnsen
Amanie;Nordahl
Farfyet;Singh
Gelanda;Ringstad
Shillina;Steffensen
Addrace;Bjørnsen
Megnina;Hjelle
Penc;Lervik
Marrore;Haraldsen
Reeler;Mork
Grapfoy;Sørum
Haylan;Melby
Modise;Eriksson
Ei;Holter
Lindella;Skogen
Fress;Karlsson
Idgin;Mathiesen
Rodelle;Nes
Jad;Hovde
Falie;Mørk
Doze;Opheim
Nedie;Christoffersen
Yanaly;Skår
Raman;Ramstad
Eulesy;Håkonsen
Pefry;Økland
Tade;Lande
Silbort;Stenersen
Cattie;Skeie
Lelse;Erlandsen
Brig;Vangen
tanie;Omar
Looina;Fredheim
Tarch;Øyen
Pellina;Sundby
Vazarine;Braathen
Rane;Bugge
Madina;Guttormsen
